pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
351,Castform Rainy Form,3,Normal,Weather Pokémon,1,Water,Does not have,0.3,0.8,1,Forecast,Does not have,Does not have,70,70,70,70,70,70,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
351,Castform Snowy Form,3,Normal,Weather Pokémon,1,Ice,Does not have,0.3,0.8,1,Forecast,Does not have,Does not have,70,70,70,70,70,70,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
352,Kecleon,3,Normal,Color Swap Pokémon,1,Normal,Does not have,1.0,22.0,2,Color Change,Does not have,Protean,60,90,70,60,120,40,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
353,Shuppet,3,Normal,Puppet Pokémon,1,Ghost,Does not have,0.6,2.3,3,Insomnia,Frisk,Cursed Body,44,75,35,63,33,45,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
354,Banette,3,Normal,Marionette Pokémon,1,Ghost,Does not have,1.1,12.5,3,Insomnia,Frisk,Cursed Body,64,115,65,83,63,65,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
355,Duskull,3,Normal,Requiem Pokémon,1,Ghost,Does not have,0.8,15.0,2,Levitate,Does not have,Frisk,20,40,90,30,90,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
356,Dusclops,3,Normal,Beckon Pokémon,1,Ghost,Does not have,1.6,30.6,2,Pressure,Does not have,Frisk,40,70,130,60,130,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
357,Tropius,3,Normal,Fruit Pokémon,2,Grass,Flying,2.0,100.0,3,Chlorophyll,Solar Power,Harvest,99,68,83,72,87,51,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
358,Chimecho,3,Normal,Wind Chime Pokémon,1,Psychic,Does not have,0.6,1.0,1,Levitate,Does not have,Does not have,75,50,80,95,90,65,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
359,Absol,3,Normal,Disaster Pokémon,1,Dark,Does not have,1.2,47.0,3,Pressure,Super Luck,Justified,65,130,60,75,60,75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
360,Wynaut,3,Normal,Bright Pokémon,1,Psychic,Does not have,0.6,14.0,2,Shadow Tag,Does not have,Telepathy,95,23,48,23,48,23,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
361,Snorunt,3,Normal,Snow Hat Pokémon,1,Ice,Does not have,0.7,16.8,3,Inner Focus,Ice Body,Moody,50,50,50,50,50,50,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
362,Glalie,3,Normal,Face Pokémon,1,Ice,Does not have,1.5,256.5,3,Inner Focus,Ice Body,Moody,80,80,80,80,80,80,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
363,Spheal,3,Normal,Clap Pokémon,2,Ice,Water,0.8,39.5,3,Thick Fat,Ice Body,Oblivious,70,40,50,55,50,25,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
364,Sealeo,3,Normal,Ball Roll Pokémon,2,Ice,Water,1.1,87.6,3,Thick Fat,Ice Body,Oblivious,90,60,70,75,70,45,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
365,Walrein,3,Normal,Ice Break Pokémon,2,Ice,Water,1.4,150.6,3,Thick Fat,Ice Body,Oblivious,110,80,90,95,90,65,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
366,Clamperl,3,Normal,Bivalve Pokémon,1,Water,Does not have,0.4,52.5,2,Shell Armor,Does not have,Rattled,35,64,85,74,55,32,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
367,Huntail,3,Normal,Deep Sea Pokémon,1,Water,Does not have,1.7,27.0,2,Swift Swim,Does not have,Water Veil,55,104,105,94,75,52,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
368,Gorebyss,3,Normal,South Sea Pokémon,1,Water,Does not have,1.8,22.6,2,Swift Swim,Does not have,Hydration,55,84,105,114,75,52,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
369,Relicanth,3,Normal,Longevity Pokémon,2,Water,Rock,1.0,23.4,3,Swift Swim,Rock Head,Sturdy,100,90,130,45,65,55,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
370,Luvdisc,3,Normal,Rendezvous Pokémon,1,Water,Does not have,0.6,8.7,2,Swift Swim,Does not have,Hydration,43,30,55,40,65,97,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
371,Bagon,3,Normal,Rock Head Pokémon,1,Dragon,Does not have,0.6,42.1,2,Rock Head,Does not have,Sheer Force,45,75,60,40,30,50,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
372,Shelgon,3,Normal,Endurance Pokémon,1,Dragon,Does not have,1.1,110.5,2,Rock Head,Does not have,Overcoat,65,95,100,60,50,50,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
373,Salamence,3,Normal,Dragon Pokémon,2,Dragon,Flying,1.5,102.6,2,Intimidate,Does not have,Moxie,95,135,80,110,80,100,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
374,Beldum,3,Normal,Iron Ball Pokémon,2,Steel,Psychic,0.6,95.2,2,Clear Body,Does not have,Light Metal,40,55,80,35,60,30,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
375,Metang,3,Normal,Iron Claw Pokémon,2,Steel,Psychic,1.2,202.5,2,Clear Body,Does not have,Light Metal,60,75,100,55,80,50,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
376,Metagross,3,Normal,Iron Leg Pokémon,2,Steel,Psychic,1.6,550.0,2,Clear Body,Does not have,Light Metal,80,135,130,95,90,70,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
387,Turtwig,4,Normal,Tiny Leaf Pokémon,1,Grass,Does not have,0.4,10.2,2,Overgrow,Does not have,Shell Armor,55,68,64,45,55,31,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
388,Grotle,4,Normal,Grove Pokémon,1,Grass,Does not have,1.1,97.0,2,Overgrow,Does not have,Shell Armor,75,89,85,55,65,36,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
389,Torterra,4,Normal,Continent Pokémon,2,Grass,Ground,2.2,310.0,2,Overgrow,Does not have,Shell Armor,95,109,105,75,85,56,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
390,Chimchar,4,Normal,Chimp Pokémon,1,Fire,Does not have,0.5,6.2,2,Blaze,Does not have,Iron Fist,44,58,44,58,44,61,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
391,Monferno,4,Normal,Playful Pokémon,2,Fire,Fighting,0.9,22.0,2,Blaze,Does not have,Iron Fist,64,78,52,78,52,81,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
392,Infernape,4,Normal,Flame Pokémon,2,Fire,Fighting,1.2,55.0,2,Blaze,Does not have,Iron Fist,76,104,71,104,71,108,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
393,Piplup,4,Normal,Penguin Pokémon,1,Water,Does not have,0.4,5.2,2,Torrent,Does not have,Defiant,53,51,53,61,56,40,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
394,Prinplup,4,Normal,Penguin Pokémon,1,Water,Does not have,0.8,23.0,2,Torrent,Does not have,Defiant,64,66,68,81,76,50,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
395,Empoleon,4,Normal,Emperor Pokémon,2,Water,Steel,1.7,84.5,2,Torrent,Does not have,Defiant,84,86,88,111,101,60,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
396,Starly,4,Normal,Starling Pokémon,2,Normal,Flying,0.3,2.0,2,Keen Eye,Does not have,Reckless,40,55,30,30,30,60,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
397,Staravia,4,Normal,Starling Pokémon,2,Normal,Flying,0.6,15.5,2,Intimidate,Does not have,Reckless,55,75,50,40,40,80,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
398,Staraptor,4,Normal,Predator Pokémon,2,Normal,Flying,1.2,24.9,2,Intimidate,Does not have,Reckless,85,120,70,50,60,100,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
399,Bidoof,4,Normal,Plump Mouse Pokémon,1,Normal,Does not have,0.5,20.0,3,Simple,Unaware,Moody,59,45,40,35,40,31,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
400,Bibarel,4,Normal,Beaver Pokémon,2,Normal,Water,1.0,31.5,3,Simple,Unaware,Moody,79,85,60,55,60,71,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
401,Kricketot,4,Normal,Cricket Pokémon,1,Bug,Does not have,0.3,2.2,2,Shed Skin,Does not have,Run Away,37,25,41,25,41,25,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
402,Kricketune,4,Normal,Cricket Pokémon,1,Bug,Does not have,1.0,25.5,2,Swarm,Does not have,Technician,77,85,51,55,51,65,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
403,Shinx,4,Normal,Flash Pokémon,1,Electric,Does not have,0.5,9.5,3,Rivalry,Intimidate,Guts,45,65,34,40,34,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
404,Luxio,4,Normal,Spark Pokémon,1,Electric,Does not have,0.9,30.5,3,Rivalry,Intimidate,Guts,60,85,49,60,49,60,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
405,Luxray,4,Normal,Gleam Eyes Pokémon,1,Electric,Does not have,1.4,42.0,3,Rivalry,Intimidate,Guts,80,120,79,95,79,70,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
406,Budew,4,Normal,Bud Pokémon,2,Grass,Poison,0.2,1.2,3,Natural Cure,Poison Point,Leaf Guard,40,30,35,50,70,55,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
407,Roserade,4,Normal,Bouquet Pokémon,2,Grass,Poison,0.9,14.5,3,Natural Cure,Poison Point,Technician,60,70,65,125,105,90,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
408,Cranidos,4,Normal,Head Butt Pokémon,1,Rock,Does not have,0.9,31.5,2,Mold Breaker,Does not have,Sheer Force,67,125,40,30,30,58,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
409,Rampardos,4,Normal,Head Butt Pokémon,1,Rock,Does not have,1.6,102.5,2,Mold Breaker,Does not have,Sheer Force,97,165,60,65,50,58,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
410,Shieldon,4,Normal,Shield Pokémon,2,Rock,Steel,0.5,57.0,2,Sturdy,Does not have,Soundproof,30,42,118,42,88,30,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
411,Bastiodon,4,Normal,Shield Pokémon,2,Rock,Steel,1.3,149.5,2,Sturdy,Does not have,Soundproof,60,52,168,47,138,30,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
412,Burmy,4,Normal,Bagworm Pokémon,1,Bug,Does not have,0.2,3.4,2,Shed Skin,Does not have,Overcoat,40,29,45,29,45,36,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
413,Wormadam Plant Cloak,4,Normal,Bagworm Pokémon,2,Bug,Grass,0.5,6.5,2,Anticipation,Does not have,Overcoat,60,59,85,79,105,36,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
413,Wormadam Sandy Cloak,4,Normal,Bagworm Pokémon,2,Bug,Ground,0.5,6.5,2,Anticipation,Does not have,Overcoat,60,79,105,59,85,36,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
413,Wormadam Trash Cloak,4,Normal,Bagworm Pokémon,2,Bug,Steel,0.5,6.5,2,Anticipation,Does not have,Overcoat,60,69,95,69,95,36,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
414,Mothim,4,Normal,Moth Pokémon,2,Bug,Flying,0.9,23.3,2,Swarm,Does not have,Tinted Lens,70,94,50,94,50,66,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
415,Combee,4,Normal,Tiny Bee Pokémon,2,Bug,Flying,0.3,5.5,2,Honey Gather,Does not have,Hustle,30,30,42,30,42,70,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
416,Vespiquen,4,Normal,Beehive Pokémon,2,Bug,Flying,1.2,38.5,2,Pressure,Does not have,Unnerve,70,80,102,80,102,40,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
417,Pachirisu,4,Normal,EleSquirrel Pokémon,1,Electric,Does not have,0.4,3.9,3,Run Away,Pickup,Volt Absorb,60,45,70,45,90,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
418,Buizel,4,Normal,Sea Weasel Pokémon,1,Water,Does not have,0.7,29.5,2,Swift Swim,Does not have,Water Veil,55,65,35,60,30,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
419,Floatzel,4,Normal,Sea Weasel Pokémon,1,Water,Does not have,1.1,33.5,2,Swift Swim,Does not have,Water Veil,85,105,55,85,50,115,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
420,Cherubi,4,Normal,Cherry Pokémon,1,Grass,Does not have,0.4,3.3,1,Chlorophyll,Does not have,Does not have,45,35,45,62,53,35,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
421,Cherrim,4,Normal,Blossom Pokémon,1,Grass,Does not have,0.5,9.3,1,Flower Gift,Does not have,Does not have,70,60,70,87,78,85,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
422,Shellos,4,Normal,Sea Slug Pokémon,1,Water,Does not have,0.3,6.3,3,Sticky Hold,Storm Drain,Sand Force,76,48,48,57,62,34,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
423,Gastrodon,4,Normal,Sea Slug Pokémon,2,Water,Ground,0.9,29.9,3,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
424,Ambipom,4,Normal,Long Tail Pokémon,1,Normal,Does not have,1.2,20.3,3,Technician,Pickup,Skill Link,75,100,66,60,66,115,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
425,Drifloon,4,Normal,Balloon Pokémon,2,Ghost,Flying,0.4,1.2,3,Aftermath,Unburden,Flare Boost,90,50,34,60,44,70,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
426,Drifblim,4,Normal,Blimp Pokémon,2,Ghost,Flying,1.2,15.0,3,Aftermath,Unburden,Flare Boost,150,80,44,90,54,80,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
427,Buneary,4,Normal,Rabbit Pokémon,1,Normal,Does not have,0.4,5.5,3,Run Away,Klutz,Limber,55,66,44,44,56,85,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
428,Lopunny,4,Normal,Rabbit Pokémon,1,Normal,Does not have,1.2,33.3,3,Cute Charm,Klutz,Limber,65,76,84,54,96,105,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
429,Mismagius,4,Normal,Magical Pokémon,1,Ghost,Does not have,0.9,4.4,1,Levitate,Does not have,Does not have,60,60,60,105,105,105,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
430,Honchkrow,4,Normal,Big Boss Pokémon,2,Dark,Flying,0.9,27.3,3,Insomnia,Super Luck,Moxie,100,125,52,105,52,71,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
431,Glameow,4,Normal,Catty Pokémon,1,Normal,Does not have,0.5,3.9,3,Limber,Own Tempo,Keen Eye,49,55,42,42,37,85,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
432,Purugly,4,Normal,Tiger Cat Pokémon,1,Normal,Does not have,1.0,43.8,3,Thick Fat,Own Tempo,Defiant,71,82,64,64,59,112,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
433,Chingling,4,Normal,Bell Pokémon,1,Psychic,Does not have,0.2,0.6,1,Levitate,Does not have,Does not have,45,30,50,65,50,45,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
434,Stunky,4,Normal,Skunk Pokémon,2,Poison,Dark,0.4,19.2,3,Stench,Aftermath,Keen Eye,63,63,47,41,41,74,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
435,Skuntank,4,Normal,Skunk Pokémon,2,Poison,Dark,1.0,38.0,3,Stench,Aftermath,Keen Eye,103,93,67,71,61,84,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
436,Bronzor,4,Normal,Bronze Pokémon,2,Steel,Psychic,0.5,60.5,3,Levitate,Heatproof,Heavy Metal,57,24,86,24,86,23,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
437,Bronzong,4,Normal,Bronze Bell Pokémon,2,Steel,Psychic,1.3,187.0,3,Levitate,Heatproof,Heavy Metal,67,89,116,79,116,33,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
438,Bonsly,4,Normal,Bonsai Pokémon,1,Rock,Does not have,0.5,15.0,3,Sturdy,Rock Head,Rattled,50,80,95,10,45,10,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
439,Mime Jr.,4,Normal,Mime Pokémon,2,Psychic,Fairy,0.6,13.0,3,Soundproof,Filter,Technician,20,25,45,70,90,60,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
440,Happiny,4,Normal,Playhouse Pokémon,1,Normal,Does not have,0.6,24.4,3,Natural Cure,Serene Grace,Friend Guard,100,5,5,15,65,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
441,Chatot,4,Normal,Music Note Pokémon,2,Normal,Flying,0.5,1.9,3,Keen Eye,Tangled Feet,Big Pecks,76,65,45,92,42,91,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
442,Spiritomb,4,Normal,Forbidden Pokémon,2,Ghost,Dark,1.0,108.0,2,Pressure,Does not have,Infiltrator,50,92,108,92,108,35,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
443,Gible,4,Normal,Land Shark Pokémon,2,Dragon,Ground,0.7,20.5,2,Sand Veil,Does not have,Rough Skin,58,70,45,40,45,42,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
444,Gabite,4,Normal,Cave Pokémon,2,Dragon,Ground,1.4,56.0,2,Sand Veil,Does not have,Rough Skin,68,90,65,50,55,82,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
445,Garchomp,4,Normal,Mach Pokémon,2,Dragon,Ground,1.9,95.0,2,Sand Veil,Does not have,Rough Skin,108,130,95,80,85,102,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
446,Munchlax,4,Normal,Big Eater Pokémon,1,Normal,Does not have,0.6,105.0,3,Pickup,Thick Fat,Gluttony,135,85,40,40,85,5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
447,Riolu,4,Normal,Emanation Pokémon,1,Fighting,Does not have,0.7,20.2,3,Steadfast,Inner Focus,Prankster,40,70,40,35,40,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
448,Lucario,4,Normal,Aura Pokémon,2,Fighting,Steel,1.2,54.0,3,Steadfast,Inner Focus,Justified,70,110,70,115,70,90,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
449,Hippopotas,4,Normal,Hippo Pokémon,1,Ground,Does not have,0.8,49.5,2,Sand Stream,Does not have,Sand Force,68,72,78,38,42,32,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
450,Hippowdon,4,Normal,Heavyweight Pokémon,1,Ground,Does not have,2.0,300.0,2,Sand Stream,Does not have,Sand Force,108,112,118,68,72,47,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
451,Skorupi,4,Normal,Scorpion Pokémon,2,Poison,Bug,0.8,12.0,3,Battle Armor,Sniper,Keen Eye,40,50,90,30,55,65,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
